device_id,boot_id,seq_no,ts_ms,ax,ay,az,motion_score,motion_avg,state,wifi_rssi_dbm,received_at
ESP32 Washer Monitor,1d51e8165c2d,24,1773770253741,1508,6764,26032,11181.58,10205.73,RUNNING,-69,2026-03-17T17:57:38.096363+00:00
ESP32 Washer Monitor,1d51e8165c2d,24,1773770253841,-8248,6104,212,12170.47,10230.8,RUNNING,-69,2026-03-17T17:57:38.096363+00:00
ESP32 Washer Monitor,1d51e8165c2d,24,1773770253941,-852,5872,8632,10017.84,10225.04,RUNNING,-66,2026-03-17T17:57:38.096363+00:00
ESP32 Washer Monitor,1d51e8165c2d,24,1773770254041,-5856,7396,32767,12466.83,10247.62,RUNNING,-69,2026-03-17T17:57:38.096363+00:00
ESP32 Washer Monitor,1d51e8165c2d,24,1773770254141,-2656,2156,5308,15223.75,10274.4,RUNNING,-68,2026-03-17T17:57:38.096363+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770258412,-1420,3812,6480,12723.99,10295.16,RUNNING,-69,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770258511,-4204,6112,3472,10530.78,10272.04,RUNNING,-68,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770258611,-924,88,32767,13061.37,10284.33,RUNNING,-66,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770258711,-916,1412,19188,13143.65,10305.43,RUNNING,-66,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770258811,-4200,4820,4336,12854.42,10317.66,RUNNING,-71,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770258911,1852,-2740,24028,13515.97,10320.58,RUNNING,-66,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770259011,-180,-356,28812,11903.93,10323.16,RUNNING,-66,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,25,1773770259111,-12,2472,6644,13671.87,10336.73,RUNNING,-69,2026-03-17T17:57:40.342483+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770260456,492,-360,21720,13846.05,10360.97,RUNNING,-66,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770260555,664,-3072,32767,13367.75,10399.89,RUNNING,-66,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770260655,-2456,5820,1580,15714.6,10465.22,RUNNING,-70,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770260755,-3600,6744,2276,13149.63,10484.2,RUNNING,-68,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770260855,1800,540,32767,15254.71,10515.43,RUNNING,-66,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770260955,1396,-2276,17228,15278.55,10561.05,RUNNING,-67,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261055,-3568,6704,1504,14272.94,10612.81,RUNNING,-67,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261155,1696,1820,15096,13064.21,10637.53,RUNNING,-68,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261255,-3544,364,32767,13891.54,10646.54,RUNNING,-67,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261355,-1944,68,9784,15528.29,10690.73,RUNNING,-67,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261455,-5812,5928,5176,12767.81,10698.73,RUNNING,-70,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261555,3632,4352,16732,11888.52,10683.11,RUNNING,-70,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261655,3724,2560,28364,11738.6,10685.86,RUNNING,-65,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261755,772,3344,7772,13266.28,10704.77,RUNNING,-65,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261855,-4188,6172,5936,11064.92,10708.32,RUNNING,-71,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770261955,828,1452,15740,10206.51,10690.82,RUNNING,-71,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262055,1100,-364,32767,11421.96,10693.15,RUNNING,-65,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262155,-5772,-448,16896,12052.89,10699.92,RUNNING,-68,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262255,-824,5160,2780,12032.83,10717.12,RUNNING,-67,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262355,5404,3632,11788,11225.53,10726.13,RUNNING,-69,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262455,5048,1776,27572,11836.5,10747.23,RUNNING,-65,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262555,-1728,4760,4128,13585.51,10803.11,RUNNING,-65,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262655,-3516,6400,5728,11634.66,10848.68,RUNNING,-70,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262755,2944,3740,20376,11636.3,10887.92,RUNNING,-70,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262855,2624,1996,27032,10677.17,10920.93,RUNNING,-65,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770262955,-1788,3940,9280,11814.06,10954.09,RUNNING,-66,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770263055,-5784,6644,6700,9836.62,10965.47,RUNNING,-71,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770263155,4288,5360,8904,8097.58,10966.24,RUNNING,-72,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770263255,2672,1356,32767,10539.0,10999.96,RUNNING,-66,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,26,1773770263355,-1484,4032,7808,12960.49,11055.32,RUNNING,-66,2026-03-17T17:57:44.560973+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770264864,684,-148,25508,13616.6,11123.67,RUNNING,-65,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770264963,-3228,5492,2752,14509.69,11193.23,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265063,-12,4156,7516,12194.78,11246.86,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265163,4032,1692,32348,14329.38,11307.01,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265263,-1244,676,16304,14679.92,11380.56,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265363,-2660,6868,7332,13112.66,11434.11,RUNNING,-68,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265463,716,5912,8744,10786.01,11464.86,RUNNING,-68,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265563,368,2484,32767,12855.61,11517.78,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265663,-192,2116,11100,14422.68,11574.53,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265763,-3268,7180,4964,12183.16,11624.13,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265863,5776,3012,8216,10199.8,11649.11,RUNNING,-68,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770265963,1424,-1396,32767,12385.49,11704.0,RUNNING,-68,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266063,-1032,3908,5920,14774.79,11775.71,RUNNING,-68,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266163,-2260,7460,6392,12639.54,11821.76,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266263,4916,1792,16392,11647.16,11844.51,RUNNING,-69,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266363,2056,136,31484,12132.68,11882.28,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266463,-332,3192,4716,14601.26,11958.51,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266563,-2296,6572,7096,12735.56,12011.3,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266663,3384,1172,27660,13674.2,12078.36,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266763,1340,588,23188,12051.06,12111.44,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266863,-1332,5788,4468,12726.21,12165.73,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770266963,-2320,6724,5704,10738.85,12192.04,RUNNING,-67,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267063,-1592,-3636,32767,13105.87,12247.39,RUNNING,-67,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267163,2272,-536,21256,12838.91,12295.53,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267263,-528,4580,5580,13074.11,12352.91,RUNNING,-68,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267363,1488,4232,6196,10794.8,12393.45,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267463,3216,1052,32767,13404.26,12452.72,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267563,12,760,14548,14298.7,12511.97,RUNNING,-66,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267663,-4564,6548,7192,12413.25,12543.25,RUNNING,-70,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,27,1773770267763,5080,4128,10816,10520.61,12565.47,RUNNING,-68,2026-03-17T17:57:48.957891+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269273,4256,2276,32767,12312.95,12608.55,RUNNING,-64,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269372,-1852,2460,11144,13977.23,12681.89,RUNNING,-64,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269472,-5112,5696,-1184,12148.38,12710.17,RUNNING,-65,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269572,7288,3092,32767,14635.42,12744.72,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269672,-3948,5400,3972,16668.46,12810.03,RUNNING,-65,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269772,-700,4704,-920,14196.57,12819.13,RUNNING,-64,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269872,6408,2416,32767,16794.77,12837.81,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770269972,-4936,6264,-4452,18153.17,12892.6,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270072,5440,4788,7652,15138.59,12910.01,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270172,2728,2488,28108,15619.51,12930.18,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270272,-3072,4704,672,16892.41,12980.38,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270372,5204,1992,18588,16326.23,13008.2,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270472,76,1312,23724,14171.43,13006.86,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270572,-4440,5004,-220,14692.62,13028.43,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270672,3940,60,18756,14292.91,13028.55,RUNNING,-65,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270772,-1940,148,23536,12521.34,13010.42,RUNNING,-68,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270872,-3096,4940,-52,13468.99,13021.42,RUNNING,-68,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770270972,-4564,-328,32767,15950.42,13051.3,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271072,-4544,204,14036,16378.8,13075.43,RUNNING,-70,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271172,-1528,4176,2092,15201.88,13111.48,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271272,-6344,-44,32767,17588.56,13155.83,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271372,-5384,1000,7532,18754.0,13197.44,RUNNING,-70,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271472,-380,4488,7696,15449.41,13227.88,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271572,2204,1372,32767,16979.98,13260.12,RUNNING,-69,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271672,-6464,3152,1224,18527.03,13297.98,RUNNING,-71,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271772,6824,4336,15700,17057.78,13343.3,RUNNING,-67,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271872,-1600,100,17448,14012.22,13374.76,RUNNING,-71,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770271972,-2008,6288,-1492,13425.77,13397.21,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770272072,92,-1320,32732,15687.58,13432.38,RUNNING,-66,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,28,1773770272172,-6104,-564,15796,15710.51,13489.3,RUNNING,-70,2026-03-17T17:57:53.356836+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770273668,5228,9496,9888,13291.47,13497.55,RUNNING,-65,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770273767,-516,5388,20316,12042.42,13465.74,RUNNING,-65,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770273867,356,9776,804,11892.44,13457.42,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770273967,5220,5084,9796,10182.62,13453.94,RUNNING,-64,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274067,296,-236,27684,11135.73,13434.68,RUNNING,-65,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274167,-2096,8688,-4780,12290.54,13426.15,RUNNING,-65,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274267,4296,2268,14952,11083.75,13408.45,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274367,-508,-480,25744,10894.46,13382.23,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274467,-1408,7636,2536,12098.77,13384.18,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274567,3936,-160,18252,11811.7,13365.58,RUNNING,-65,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274667,-3124,-2324,17216,9869.45,13325.81,RUNNING,-69,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274767,1716,6468,2620,9976.55,13291.9,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274867,-4888,3596,32767,12885.57,13263.61,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770274967,-5480,3264,2324,15342.57,13285.54,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275067,924,4224,8844,13130.95,13264.3,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275167,2860,-1332,32767,14920.73,13260.72,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275267,-2272,7300,-3220,16667.09,13284.67,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275367,3212,5892,5108,13691.8,13290.94,RUNNING,-65,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275467,5144,-12,31320,15422.37,13306.25,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275567,-3324,6012,2704,17030.59,13321.27,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275667,388,6464,1444,14099.73,13334.59,RUNNING,-65,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275767,-652,-1028,32767,16269.67,13378.41,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275867,-5972,1564,8856,17300.09,13434.02,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770275967,-48,5580,296,15123.39,13452.59,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770276067,1044,3108,32767,17322.84,13515.17,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770276167,-4620,2060,14632,17345.53,13586.56,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770276267,-2088,6484,-908,15773.06,13630.07,RUNNING,-68,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770276367,400,4052,27308,16666.7,13676.21,RUNNING,-68,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770276467,-4080,3568,18060,15242.43,13708.3,RUNNING,-66,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,29,1773770276567,-3328,6016,6772,14155.79,13737.61,RUNNING,-67,2026-03-17T17:57:57.744193+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278078,2644,6640,32767,15907.42,13778.32,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278177,-5524,9256,-1580,17119.86,13813.66,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278277,-652,5844,10224,14200.31,13839.32,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278377,-1672,-1460,32767,15432.84,13877.28,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278477,-2976,7244,-508,17153.88,13942.05,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278577,3564,5992,29040,18029.28,14004.2,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278677,-6776,3476,10204,17867.87,14084.51,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278777,-1876,5620,332,15875.37,14162.29,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278877,620,4360,32767,17900.75,14235.91,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770278977,-5636,8080,-7888,18358.06,14289.88,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279077,264,6652,8652,15360.24,14307.32,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279177,-1480,-1784,32767,16543.18,14327.66,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279277,-2104,6020,1048,18314.93,14388.86,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279377,2968,8056,30908,19629.05,14441.85,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279477,-6548,6020,6700,19865.46,14493.71,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279577,-580,6320,10584,16506.6,14527.65,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279677,-224,1288,32767,17216.79,14591.96,RUNNING,-65,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279777,-2992,5924,-3560,18664.9,14650.05,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279877,800,6376,32767,19960.0,14705.42,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770279977,-7384,4912,3672,20649.85,14790.09,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280077,-704,5512,12196,17617.52,14864.27,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280177,252,2412,32767,17948.15,14919.89,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280277,-5448,7000,2000,18994.96,14962.1,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280377,908,5776,22440,18113.2,15016.83,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280477,-8120,3680,7192,16965.11,15070.01,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280577,-552,4456,7148,14453.74,15093.23,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280677,3496,3672,32767,16300.89,15110.22,RUNNING,-66,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280777,-5808,5864,2064,17803.61,15160.9,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280877,-2752,5724,10900,15338.36,15177.54,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,30,1773770280977,-264,-1404,25192,14848.53,15205.52,RUNNING,-67,2026-03-17T17:58:02.233287+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770282478,-3332,6560,4244,15188.73,15230.14,RUNNING,-67,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770282577,-528,6528,21320,14940.43,15272.16,RUNNING,-66,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770282677,-2128,2688,22784,12383.86,15264.94,RUNNING,-66,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770282777,-7676,6036,3584,12429.71,15260.85,RUNNING,-70,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770282877,-6812,6192,4872,10194.79,15232.05,RUNNING,-68,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770282977,4636,4140,32767,12488.19,15248.99,RUNNING,-66,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770283077,-4344,4720,12492,13715.85,15252.11,RUNNING,-66,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770283177,-4216,6012,10620,11450.65,15223.62,RUNNING,-68,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770283277,-2884,4868,416,10692.36,15206.42,RUNNING,-68,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770283377,-1288,1672,32767,13656.8,15237.78,RUNNING,-66,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770283477,-10044,6492,-204,14955.84,15264.21,RUNNING,-67,2026-03-17T17:58:06.525513+00:00
ESP32 Washer Monitor,1d51e8165c2d,31,1773770283577,-2192,6284,2604,13130.41,15255.74,RUNNING,-67,2026-03-17T17:58:06.525513+00:00
