laptop_time_iso,esp_ms,ax,ay,az,motion,state
2026-03-13T23:11:32.802283,8695,-904,256,16752,0.00,IDLE
2026-03-13T23:11:32.905002,8806,-640,36,16744,9.61,IDLE
2026-03-13T23:11:33.005286,8906,-384,276,16408,69.34,IDLE
2026-03-13T23:11:33.105110,9006,-536,176,16772,122.86,IDLE
2026-03-13T23:11:33.205472,9106,-652,256,16868,118.94,IDLE
2026-03-13T23:11:33.305773,9206,-788,-16,16840,101.87,IDLE
2026-03-13T23:11:33.405084,9306,-128,200,16216,198.86,IDLE
2026-03-13T23:11:33.505001,9406,-784,164,16964,300.79,IDLE
2026-03-13T23:11:33.604828,9506,-468,180,16400,350.19,IDLE
2026-03-13T23:11:33.705008,9606,-780,-12,17008,398.44,IDLE
2026-03-13T23:11:33.946964,9706,-316,220,16340,449.36,IDLE
2026-03-13T23:11:33.949779,9806,-708,240,16828,458.49,IDLE
2026-03-13T23:11:34.004919,9906,-444,88,16524,432.55,IDLE
2026-03-13T23:11:34.104876,10006,-444,76,16488,361.18,IDLE
2026-03-13T23:11:34.204887,10106,-424,108,16408,310.62,IDLE
2026-03-13T23:11:34.304932,10206,-752,116,16748,317.97,IDLE
2026-03-13T23:11:34.405093,10306,-876,100,16952,298.47,IDLE
2026-03-13T23:11:34.505359,10406,-728,-36,16768,279.14,IDLE
2026-03-13T23:11:34.605222,10506,-424,140,16372,301.93,IDLE
2026-03-13T23:11:34.705427,10606,-564,164,16492,269.97,IDLE
2026-03-13T23:11:34.805496,10706,-1296,92,16992,318.42,IDLE
2026-03-13T23:11:34.905411,10806,-1192,140,17200,297.14,IDLE
2026-03-13T23:11:35.005940,10906,-752,-64,16756,328.05,IDLE
2026-03-13T23:11:35.104846,11006,-396,52,16328,348.22,IDLE
2026-03-13T23:11:35.205467,11106,-644,128,16512,320.13,IDLE
2026-03-13T23:11:35.305281,11206,-1152,64,16964,348.57,IDLE
2026-03-13T23:11:35.405047,11306,-828,228,16712,334.27,IDLE
2026-03-13T23:11:35.504753,11406,-844,-44,17004,326.47,IDLE
2026-03-13T23:11:35.604728,11506,-984,32,16860,292.24,IDLE
2026-03-13T23:11:35.704806,11606,-780,132,16644,280.30,IDLE
2026-03-13T23:11:35.804995,11706,-1268,-108,17268,347.21,IDLE
2026-03-13T23:11:35.904820,11806,-756,-92,16660,399.45,IDLE
2026-03-13T23:11:36.005492,11906,-1316,-28,16876,372.53,IDLE
2026-03-13T23:11:36.105183,12006,-836,104,16760,331.77,IDLE
2026-03-13T23:11:36.205253,12106,-1312,128,17052,329.96,IDLE
2026-03-13T23:11:36.306965,12206,-1072,180,16756,326.67,IDLE
2026-03-13T23:11:36.404988,12306,-672,100,16396,336.47,IDLE
2026-03-13T23:11:36.504952,12406,-648,84,16680,326.80,IDLE
2026-03-13T23:11:36.604699,12506,-552,176,16504,300.13,IDLE
2026-03-13T23:11:36.705194,12606,-1164,96,17024,345.08,IDLE
2026-03-13T23:11:36.805521,12706,-628,-12,16688,348.52,IDLE
2026-03-13T23:11:36.905347,12806,-1116,100,16832,316.28,IDLE
2026-03-13T23:11:37.005203,12906,-704,-12,16800,269.16,IDLE
2026-03-13T23:11:37.104927,13006,-1160,112,16860,236.10,IDLE
2026-03-13T23:11:37.205065,13106,-648,188,16388,283.30,IDLE
2026-03-13T23:11:37.305033,13206,-972,272,16120,277.37,IDLE
2026-03-13T23:11:37.404919,13306,-1036,36,16756,342.00,IDLE
2026-03-13T23:11:37.504574,13406,-408,144,16364,355.74,IDLE
2026-03-13T23:11:37.604661,13506,-852,156,16708,356.64,IDLE
2026-03-13T23:11:37.704628,13606,-412,316,16332,362.68,IDLE
2026-03-13T23:11:37.804807,13706,-1244,112,16844,396.39,IDLE
2026-03-13T23:11:37.904759,13806,-792,384,16804,336.42,IDLE
2026-03-13T23:11:38.004803,13906,-660,80,16692,297.79,IDLE
2026-03-13T23:11:38.105179,14006,-1452,176,17104,327.20,IDLE
2026-03-13T23:11:38.205107,14106,-1152,224,16936,302.47,IDLE
2026-03-13T23:11:38.304758,14206,-780,276,16476,334.40,IDLE
2026-03-13T23:11:38.404899,14306,-900,200,16604,298.11,IDLE
2026-03-13T23:11:38.504790,14406,-772,300,16684,257.95,IDLE
2026-03-13T23:11:38.604681,14506,-1176,96,16996,271.34,IDLE
2026-03-13T23:11:38.704605,14606,-940,284,16964,230.51,IDLE
2026-03-13T23:11:38.804663,14706,-1120,436,16956,190.13,IDLE
2026-03-13T23:11:38.904729,14806,-748,240,16628,219.26,IDLE
2026-03-13T23:11:39.004863,14906,-452,308,16296,241.24,IDLE
2026-03-13T23:11:39.104899,15006,-1048,140,16804,293.59,IDLE
2026-03-13T23:11:39.204756,15106,-876,384,16636,272.02,IDLE
2026-03-13T23:11:39.305286,15206,-1372,212,17088,309.60,IDLE
2026-03-13T23:11:39.404667,15306,-1356,316,16984,272.47,IDLE
2026-03-13T23:11:39.504596,15406,-1060,412,16712,275.69,IDLE
2026-03-13T23:11:39.604791,15506,-972,300,16736,228.99,IDLE
2026-03-13T23:11:39.705225,15606,-1372,292,17052,249.46,IDLE
2026-03-13T23:11:39.805266,15706,-1088,320,16940,228.26,IDLE
2026-03-13T23:11:39.904875,15806,-844,360,16680,236.26,IDLE
2026-03-13T23:11:40.005466,15907,-1216,316,17136,279.55,IDLE
2026-03-13T23:11:40.204788,16106,-500,440,16428,311.74,IDLE
2026-03-13T23:11:40.304973,16206,-1208,384,16820,332.34,IDLE
2026-03-13T23:11:40.404675,16306,-1232,368,16844,277.07,IDLE
2026-03-13T23:11:40.504769,16406,-1424,176,17152,284.60,IDLE
2026-03-13T23:11:40.604535,16506,-784,364,16620,335.88,IDLE
2026-03-13T23:11:40.705122,16606,-920,320,16644,280.82,IDLE
2026-03-13T23:11:40.804400,16706,-820,300,16516,254.29,IDLE
2026-03-13T23:11:40.904553,16806,-1176,256,16812,265.39,IDLE
2026-03-13T23:11:41.004723,16906,-992,292,16804,221.08,IDLE
2026-03-13T23:11:41.104809,17006,-480,428,16324,271.13,IDLE
2026-03-13T23:11:41.204665,17106,-568,400,16220,240.65,IDLE
2026-03-13T23:11:41.304815,17206,-528,544,16276,207.91,IDLE
2026-03-13T23:11:41.404802,17306,-772,244,16492,209.77,IDLE
2026-03-13T23:11:41.505080,17406,-632,332,16448,180.72,IDLE
2026-03-13T23:11:41.605081,17506,-1128,456,16688,196.57,IDLE
2026-03-13T23:11:41.704980,17606,-608,412,16384,220.92,IDLE
2026-03-13T23:11:41.805075,17706,-1040,424,16844,267.73,IDLE
2026-03-13T23:11:41.905043,17806,-796,372,16676,252.34,IDLE
2026-03-13T23:11:42.004677,17906,-140,460,16052,322.11,IDLE
2026-03-13T23:11:42.105278,18006,-1276,336,16752,398.17,IDLE
2026-03-13T23:11:42.205242,18106,-1448,352,17252,418.73,IDLE
2026-03-13T23:11:42.305082,18206,-1288,256,17028,386.14,IDLE
2026-03-13T23:11:42.405212,18306,-788,488,16624,393.81,IDLE
2026-03-13T23:11:42.504925,18406,-1192,372,16772,353.27,IDLE
2026-03-13T23:11:42.604542,18506,-796,368,16648,316.20,IDLE
2026-03-13T23:11:42.704723,18606,-840,352,16544,277.65,IDLE
2026-03-13T23:11:42.805228,18706,-1120,372,16820,280.29,IDLE
2026-03-13T23:11:42.904231,18806,-740,408,16516,288.11,IDLE
2026-03-13T23:11:43.005192,18906,-864,152,16604,252.37,IDLE
2026-03-13T23:11:43.105240,19006,-1108,468,16780,242.20,IDLE
2026-03-13T23:11:43.205065,19106,-680,372,16340,282.25,IDLE
2026-03-13T23:11:43.304964,19206,-972,192,16680,294.63,IDLE
2026-03-13T23:11:43.404233,19306,-992,284,16768,257.85,IDLE
2026-03-13T23:11:43.504956,19406,-1196,100,17016,257.98,IDLE
2026-03-13T23:11:43.604518,19506,-732,300,16468,314.37,IDLE
2026-03-13T23:11:43.704928,19606,-1284,340,16984,356.58,IDLE
2026-03-13T23:11:43.804337,19706,-796,344,16568,372.53,IDLE
2026-03-13T23:11:43.904267,19806,-472,304,16200,374.05,IDLE
2026-03-13T23:11:44.004531,19906,-732,320,16540,369.64,IDLE
2026-03-13T23:11:44.104234,20006,-1192,292,16732,342.28,IDLE
2026-03-13T23:11:44.204679,20106,-1104,256,16616,302.69,IDLE
2026-03-13T23:11:44.305343,20206,-2328,-2488,18536,642.76,IDLE
2026-03-13T23:11:44.404778,20306,-1092,136,16916,868.13,IDLE
2026-03-13T23:11:44.504574,20406,-736,476,16584,773.90,IDLE
2026-03-13T23:11:44.604966,20506,-328,-12,16560,642.50,IDLE
2026-03-13T23:11:44.704818,20606,-168,-212,17440,685.04,IDLE
2026-03-13T23:11:44.804292,20706,-356,200,16396,749.11,IDLE
2026-03-13T23:11:44.904362,20806,-1008,648,16008,676.97,IDLE
2026-03-13T23:11:45.004656,20906,-676,412,15480,654.57,IDLE
2026-03-13T23:11:45.104529,21006,-756,8,17232,851.45,IDLE
2026-03-13T23:11:45.205063,21106,-732,-596,17612,768.16,IDLE
2026-03-13T23:11:45.304784,21206,-1788,232,15628,972.90,IDLE
2026-03-13T23:11:45.406835,21306,-836,996,16432,933.09,IDLE
2026-03-13T23:11:45.504646,21406,-4020,248,20908,1630.76,IDLE
2026-03-13T23:11:45.604209,21506,-832,492,15728,2333.47,IDLE
2026-03-13T23:11:45.704043,21606,-816,20,16372,2027.69,IDLE
2026-03-13T23:11:45.804165,21706,268,128,16096,1715.55,IDLE
2026-03-13T23:11:45.904180,21806,-876,152,16464,1476.81,IDLE
2026-03-13T23:11:46.004872,21906,-4464,824,16436,1312.39,IDLE
2026-03-13T23:11:46.104779,22006,-1328,260,17344,1138.33,IDLE
2026-03-13T23:11:46.204928,22106,-1540,312,16932,1003.98,IDLE
2026-03-13T23:11:46.304432,22206,-1584,304,16908,826.86,IDLE
2026-03-13T23:11:46.404177,22306,-1016,188,16704,722.82,IDLE
2026-03-13T23:11:46.504309,22406,-956,160,16556,619.99,IDLE
2026-03-13T23:11:46.604276,22506,-600,344,16492,522.41,IDLE
2026-03-13T23:11:46.704457,22606,-1068,172,16784,484.59,IDLE
2026-03-13T23:11:46.804339,22706,-1268,900,16168,501.09,IDLE
2026-03-13T23:11:46.904735,22806,-1184,336,16888,535.13,IDLE
2026-03-13T23:11:47.004739,22906,-3340,-660,17272,559.68,IDLE
2026-03-13T23:11:47.104654,23006,-8472,1320,21108,1391.10,IDLE
2026-03-13T23:11:47.204697,23106,-4320,1476,18640,1787.28,IDLE
2026-03-13T23:11:47.304724,23206,-5208,-2676,14148,2163.81,IDLE
2026-03-13T23:11:47.404512,23306,-640,940,13772,2043.05,IDLE
2026-03-13T23:11:47.505231,23406,-1520,2240,16772,2245.93,IDLE
2026-03-13T23:11:47.604179,23506,544,420,15200,2160.90,IDLE
2026-03-13T23:11:47.704568,23606,-2256,-216,15092,1780.16,IDLE
2026-03-13T23:11:47.804240,23706,652,972,17012,1782.11,IDLE
2026-03-13T23:11:47.904656,23806,24,748,16852,1494.38,IDLE
2026-03-13T23:11:48.003970,23906,328,760,16056,1367.82,IDLE
2026-03-13T23:11:48.104164,24006,-1736,264,17308,1359.13,IDLE
2026-03-13T23:11:48.204054,24106,-696,344,16932,1194.96,IDLE
2026-03-13T23:11:48.304870,24206,-1492,752,17380,1071.72,IDLE
2026-03-13T23:11:48.427436,24306,-144,744,16172,1107.48,IDLE
2026-03-13T23:11:48.504061,24406,8348,3252,17740,1571.28,IDLE
2026-03-13T23:11:48.604634,24506,-100,400,16692,1860.28,IDLE
2026-03-13T23:11:48.704164,24606,-1420,252,16736,1543.60,IDLE
2026-03-13T23:11:48.804437,24706,-1748,724,17588,1426.21,IDLE
2026-03-13T23:11:48.904816,24806,452,428,16268,1423.22,IDLE
2026-03-13T23:11:49.004372,24906,-312,372,16392,1188.51,IDLE
2026-03-13T23:11:49.104450,25006,-256,436,16508,995.56,IDLE
2026-03-13T23:11:49.204449,25106,-776,188,17148,933.51,IDLE
2026-03-13T23:11:49.304215,25206,-496,440,16756,837.02,IDLE
2026-03-13T23:11:49.405634,25306,-280,628,16572,719.27,IDLE
2026-03-13T23:11:49.504220,25406,-20,224,16256,648.97,IDLE
2026-03-13T23:11:49.604000,25506,-1288,452,17472,760.34,IDLE
2026-03-13T23:11:49.703863,25606,-208,344,16592,790.58,IDLE
2026-03-13T23:11:49.803991,25706,-252,284,16276,705.24,IDLE
2026-03-13T23:11:49.904924,25806,-332,136,16828,677.55,IDLE
2026-03-13T23:11:50.004602,25906,220,352,16228,663.32,IDLE
2026-03-13T23:11:50.104254,26006,144,300,16044,577.38,IDLE
2026-03-13T23:11:50.204714,26106,-356,296,16496,555.36,IDLE
2026-03-13T23:11:50.304095,26206,396,196,16460,461.98,IDLE
2026-03-13T23:11:50.404105,26306,-568,352,16828,446.38,IDLE
2026-03-13T23:11:50.503683,26406,348,276,15936,527.86,IDLE
2026-03-13T23:11:50.603935,26506,836,56,16120,468.77,IDLE
2026-03-13T23:11:50.703966,26606,-276,436,16688,484.15,IDLE
2026-03-13T23:11:50.803710,26706,364,432,16152,493.14,IDLE
2026-03-13T23:11:50.903721,26806,248,444,16064,420.55,IDLE
2026-03-13T23:11:51.003649,26906,20,76,16536,428.39,IDLE
2026-03-13T23:11:51.104018,27006,-296,300,16772,394.68,IDLE
2026-03-13T23:11:51.203859,27106,120,240,15900,481.14,IDLE
2026-03-13T23:11:51.303551,27206,8,336,16720,542.34,IDLE
2026-03-13T23:11:51.403869,27306,-156,688,16160,543.36,IDLE
2026-03-13T23:11:51.503717,27406,-456,444,16408,489.64,IDLE
2026-03-13T23:11:51.604238,27506,-592,252,16552,427.46,IDLE
2026-03-13T23:11:51.704297,27606,-312,368,16744,384.07,IDLE
2026-03-13T23:11:51.804338,27706,636,424,15616,515.87,IDLE
2026-03-13T23:11:51.903894,27806,544,344,15880,469.51,IDLE
2026-03-13T23:11:52.004231,27906,108,376,16400,477.09,IDLE
2026-03-13T23:11:52.104150,28006,452,388,16300,408.10,IDLE
2026-03-13T23:11:52.203992,28106,520,264,15720,439.05,IDLE
2026-03-13T23:11:52.303924,28206,460,240,15988,407.83,IDLE
2026-03-13T23:11:52.403849,28306,336,648,15696,385.44,IDLE
2026-03-13T23:11:52.503759,28406,524,84,15884,348.45,IDLE
2026-03-13T23:11:52.604162,28506,184,512,16252,352.01,IDLE
2026-03-13T23:11:52.703685,28606,-28,592,16136,309.21,IDLE
2026-03-13T23:11:52.803643,28706,100,592,16176,260.80,IDLE
2026-03-13T23:11:52.903643,28806,-256,372,16828,330.30,IDLE
2026-03-13T23:11:53.003702,28906,-256,456,16084,404.33,IDLE
2026-03-13T23:11:53.103892,29006,-36,548,16176,348.25,IDLE
2026-03-13T23:11:53.203751,29106,-528,376,17244,478.32,IDLE
2026-03-13T23:11:53.303882,29206,396,-24,15868,641.20,IDLE
2026-03-13T23:11:53.407879,29306,-84,184,16252,594.24,IDLE
2026-03-13T23:11:53.503701,29406,864,428,15536,611.00,IDLE
2026-03-13T23:11:53.603520,29506,352,404,15740,534.00,IDLE
2026-03-13T23:11:53.710382,29606,148,324,15924,470.08,IDLE
2026-03-13T23:11:53.804216,29706,-320,116,16664,518.57,IDLE
2026-03-13T23:11:53.904365,29806,488,688,15624,608.96,IDLE
2026-03-13T23:11:54.004035,29906,-168,388,16064,575.45,IDLE
2026-03-13T23:11:54.103790,30006,-536,728,16204,500.61,IDLE
2026-03-13T23:11:54.203860,30106,-444,720,16316,430.07,IDLE
2026-03-13T23:11:54.304058,30206,-540,544,16288,358.39,IDLE
2026-03-13T23:11:54.404225,30306,-368,416,16280,296.86,IDLE
2026-03-13T23:11:54.503950,30406,448,148,15664,354.73,IDLE
2026-03-13T23:11:54.603860,30506,492,248,15716,300.70,IDLE
2026-03-13T23:11:54.703693,30606,584,212,15756,254.24,IDLE
2026-03-13T23:11:54.803817,30706,40,296,15780,211.10,IDLE
2026-03-13T23:11:54.903627,30806,-180,120,16152,239.82,IDLE
2026-03-13T23:11:55.003361,30906,104,264,15916,238.93,IDLE
2026-03-13T23:11:55.103740,31006,340,280,15656,242.07,IDLE
2026-03-13T23:11:55.203711,31106,-36,360,15836,230.52,IDLE
2026-03-13T23:11:55.303643,31206,-68,356,16056,228.62,IDLE
2026-03-13T23:11:55.403220,31306,12,236,15888,218.13,IDLE
2026-03-13T23:11:55.504337,31406,-516,348,16644,316.72,IDLE
2026-03-13T23:11:55.603465,31506,-312,140,16128,354.03,IDLE
2026-03-13T23:11:55.703522,31606,-1020,224,16820,420.05,IDLE
2026-03-13T23:11:55.804554,31706,-644,444,16524,400.22,IDLE
2026-03-13T23:11:55.903370,31806,168,524,15728,473.06,IDLE
2026-03-13T23:11:56.003785,31906,-768,268,16540,535.93,IDLE
2026-03-13T23:11:56.104737,32006,-248,500,15840,567.29,IDLE
2026-03-13T23:11:56.203916,32106,-352,456,16196,529.33,IDLE
2026-03-13T23:11:56.303799,32206,-544,360,16144,442.89,IDLE
2026-03-13T23:11:56.407862,32306,364,444,15908,406.15,IDLE
2026-03-13T23:11:56.503491,32406,-344,144,16404,421.22,IDLE
2026-03-13T23:11:56.603853,32506,-424,184,16160,388.90,IDLE
2026-03-13T23:11:56.704441,32606,-868,580,16492,383.41,IDLE
2026-03-13T23:11:56.803710,32706,280,256,15588,482.23,IDLE
2026-03-13T23:11:56.903319,32806,-476,96,16340,531.25,IDLE
2026-03-13T23:11:57.003480,32906,-768,524,16624,490.12,IDLE
2026-03-13T23:11:57.103966,33006,-1068,592,16576,407.13,IDLE
2026-03-13T23:11:57.203739,33106,-912,288,16676,348.70,IDLE
2026-03-13T23:11:57.303697,33206,-992,-144,17272,393.51,IDLE
2026-03-13T23:11:57.406234,33306,176,324,15552,636.72,IDLE
2026-03-13T23:11:57.503210,33406,-24,460,15784,564.30,IDLE
2026-03-13T23:11:57.603300,33506,-268,316,16128,524.39,IDLE
2026-03-13T23:11:57.703347,33606,-560,716,16104,430.66,IDLE
2026-03-13T23:11:57.803207,33706,68,376,15528,460.59,IDLE
2026-03-13T23:11:57.903319,33806,-828,560,16148,494.00,IDLE
2026-03-13T23:11:58.003325,33906,-88,396,15724,486.02,IDLE
2026-03-13T23:11:58.103334,34006,-524,508,15960,443.08,IDLE
2026-03-13T23:11:58.203497,34106,-516,728,15780,394.19,IDLE
2026-03-13T23:11:58.303750,34206,-632,228,16388,430.62,IDLE
2026-03-13T23:11:58.403727,34306,-936,196,16436,364.27,IDLE
2026-03-13T23:11:58.504033,34406,-1068,492,17164,431.98,IDLE
2026-03-13T23:11:58.603669,34506,-1152,320,16076,549.31,IDLE
2026-03-13T23:11:58.703451,34606,-1656,260,17444,703.15,IDLE
2026-03-13T23:11:58.803760,34706,-100,480,15868,873.36,IDLE
2026-03-13T23:11:58.903561,34806,-780,716,16076,758.50,IDLE
2026-03-13T23:11:59.003579,34906,-312,368,15912,656.45,IDLE
2026-03-13T23:11:59.103247,35006,-984,392,16248,603.66,IDLE
2026-03-13T23:11:59.203488,35106,-952,684,16664,571.08,IDLE
2026-03-13T23:11:59.303183,35206,-632,560,15908,607.75,IDLE
2026-03-13T23:11:59.403555,35306,-768,520,16056,525.78,IDLE
2026-03-13T23:11:59.503705,35406,-428,244,16208,455.03,IDLE
2026-03-13T23:11:59.603616,35506,-1104,660,16628,456.32,IDLE
2026-03-13T23:11:59.703836,35606,-676,436,16092,475.99,IDLE
2026-03-13T23:11:59.803507,35706,-1300,656,17292,613.71,IDLE
2026-03-13T23:11:59.903973,35806,-984,352,16568,638.65,IDLE
2026-03-13T23:12:00.003645,35906,-712,532,16216,588.60,IDLE
2026-03-13T23:12:00.103849,36006,-780,504,17092,640.49,IDLE
2026-03-13T23:12:00.203185,36106,-788,524,16360,656.58,IDLE
2026-03-13T23:12:00.303390,36206,-952,740,16152,572.66,IDLE
2026-03-13T23:12:00.404335,36306,-188,476,15888,523.71,IDLE
2026-03-13T23:12:00.503380,36406,-980,512,16836,605.13,IDLE
2026-03-13T23:12:00.603724,36506,-1100,348,16620,534.41,IDLE
2026-03-13T23:12:00.703962,36606,-1292,588,16336,485.46,IDLE
2026-03-13T23:12:00.805214,36706,-1220,468,16612,445.91,IDLE
2026-03-13T23:12:00.903478,36806,-1004,564,16720,382.98,IDLE
2026-03-13T23:12:01.003353,36906,-72,628,15704,501.77,IDLE
2026-03-13T23:12:01.103426,37006,-904,300,16816,614.17,IDLE
2026-03-13T23:12:01.303482,37206,-788,580,16932,507.42,IDLE
2026-03-13T23:12:01.403624,37306,-736,668,16580,479.18,IDLE
2026-03-13T23:12:01.506930,37406,-360,560,16544,402.35,IDLE
2026-03-13T23:12:01.603548,37506,-744,600,16500,335.28,IDLE
2026-03-13T23:12:01.703459,37606,-424,548,15952,375.84,IDLE
2026-03-13T23:12:01.804005,37706,-444,748,16164,347.85,IDLE
2026-03-13T23:12:01.903219,37806,-632,420,16972,429.52,IDLE
2026-03-13T23:12:02.003417,37906,-512,192,16732,396.85,IDLE
2026-03-13T23:12:02.103631,38006,-576,800,16592,346.96,IDLE
2026-03-13T23:12:02.203432,38106,-608,240,16808,320.41,IDLE
2026-03-13T23:12:02.303232,38206,-632,596,17016,301.88,IDLE
2026-03-13T23:12:02.403448,38306,-1012,416,16988,250.23,IDLE
2026-03-13T23:12:02.509265,38406,-524,392,16928,220.05,IDLE
2026-03-13T23:12:02.602944,38506,-176,320,16756,212.96,IDLE
2026-03-13T23:12:02.703099,38606,-336,416,17144,245.25,IDLE
2026-03-13T23:12:02.803025,38706,252,544,16504,315.85,IDLE
2026-03-13T23:12:02.903138,38806,-320,328,16608,276.89,IDLE
2026-03-13T23:12:03.003170,38906,-284,432,16596,228.90,IDLE
2026-03-13T23:12:03.102962,39006,-744,560,16944,253.49,IDLE
2026-03-13T23:12:03.202937,39106,-52,412,16356,317.36,IDLE
2026-03-13T23:12:03.304777,39206,-256,232,16820,343.44,IDLE
2026-03-13T23:12:03.405651,39306,-572,276,17252,360.85,IDLE
2026-03-13T23:12:03.539687,39406,-360,664,16912,356.17,IDLE
2026-03-13T23:12:03.603686,39506,-912,340,17364,375.29,IDLE
2026-03-13T23:12:03.703660,39606,-804,200,17396,312.14,IDLE
2026-03-13T23:12:03.803275,39706,-940,220,17376,258.28,IDLE
2026-03-13T23:12:03.903510,39806,-220,488,17248,238.16,IDLE
2026-03-13T23:12:04.003152,39906,-180,-88,16884,262.09,IDLE
2026-03-13T23:12:04.103391,40006,64,428,16488,285.39,IDLE
2026-03-13T23:12:04.203234,40106,360,360,16436,242.98,IDLE
2026-03-13T23:12:04.303018,40206,128,96,16428,201.96,IDLE
2026-03-13T23:12:04.403170,40306,380,264,16776,229.26,IDLE
2026-03-13T23:12:04.508843,40406,-416,564,16440,246.93,IDLE
2026-03-13T23:12:04.603062,40506,16,216,16632,234.61,IDLE
2026-03-13T23:12:04.703260,40606,80,248,16704,205.45,IDLE
2026-03-13T23:12:04.802962,40706,-32,348,17216,260.90,IDLE
2026-03-13T23:12:04.902764,40806,28,244,16612,322.97,IDLE
2026-03-13T23:12:05.002927,40906,76,-44,16936,322.87,IDLE
2026-03-13T23:12:05.103152,41006,-360,-96,17108,296.40,IDLE
2026-03-13T23:12:05.203375,41106,636,164,16280,390.44,IDLE
2026-03-13T23:12:05.303182,41206,280,184,17008,449.41,IDLE
2026-03-13T23:12:05.402838,41306,-44,284,16788,408.27,IDLE
2026-03-13T23:12:05.502675,41406,-392,16,17128,396.34,IDLE
2026-03-13T23:12:05.604391,41506,196,112,16192,494.01,IDLE
2026-03-13T23:12:05.703649,41606,-612,-160,17300,606.32,IDLE
2026-03-13T23:12:05.803515,41706,52,-28,17108,533.81,IDLE
2026-03-13T23:12:05.903084,41806,168,252,17000,456.70,IDLE
2026-03-13T23:12:06.002771,41906,-120,272,16684,431.38,IDLE
2026-03-13T23:12:06.102992,42006,-132,284,17384,479.76,IDLE
2026-03-13T23:12:06.203053,42106,-88,184,17024,458.49,IDLE
2026-03-13T23:12:06.303132,42206,-368,372,16684,435.91,IDLE
2026-03-13T23:12:06.403139,42306,-380,328,16992,412.74,IDLE
2026-03-13T23:12:06.517808,42406,100,340,16728,386.63,IDLE
2026-03-13T23:12:06.603259,42506,28,304,16564,346.72,IDLE
2026-03-13T23:12:06.702871,42606,48,4,16648,298.94,IDLE
2026-03-13T23:12:06.803399,42706,-424,156,17064,321.07,IDLE
2026-03-13T23:12:06.903295,42806,-1284,-124,18252,484.24,IDLE
2026-03-13T23:12:07.002802,42906,-748,280,17024,622.94,IDLE
2026-03-13T23:12:07.102896,43006,-464,40,17124,526.58,IDLE
2026-03-13T23:12:07.202697,43106,-1392,-84,17844,570.05,IDLE
2026-03-13T23:12:07.302725,43206,-52,40,16864,653.61,IDLE
2026-03-13T23:12:07.402603,43306,288,384,16160,661.42,IDLE
2026-03-13T23:12:07.514156,43406,240,-152,16648,629.36,IDLE
2026-03-13T23:12:07.603200,43506,112,172,16704,525.95,IDLE
2026-03-13T23:12:07.702954,43606,-260,92,16760,441.54,IDLE
2026-03-13T23:12:07.803086,43706,-324,248,16900,387.74,IDLE
2026-03-13T23:12:07.902644,43806,-508,72,17200,372.44,IDLE
2026-03-13T23:12:08.003057,43906,-660,-56,17368,336.53,IDLE
2026-03-13T23:12:08.103159,44006,-808,132,17304,286.27,IDLE
2026-03-13T23:12:08.202645,44106,-560,132,16792,328.61,IDLE
2026-03-13T23:12:08.302862,44206,-1932,-152,18196,538.93,IDLE
2026-03-13T23:12:08.402957,44306,-740,168,17080,658.29,IDLE
2026-03-13T23:12:08.504238,44406,-1076,188,17272,577.54,IDLE
2026-03-13T23:12:08.603121,44506,-1140,36,17688,548.86,IDLE
2026-03-13T23:12:08.703060,44606,-960,-72,17912,488.43,IDLE
2026-03-13T23:12:08.803022,44706,-264,-16,16844,597.03,IDLE
2026-03-13T23:12:08.903058,44806,-808,52,17040,527.93,IDLE
2026-03-13T23:12:09.002985,44906,-1056,-216,17616,539.05,IDLE
2026-03-13T23:12:09.102914,45006,-988,-224,17420,477.94,IDLE
2026-03-13T23:12:09.202788,45106,-856,48,17428,391.97,IDLE
2026-03-13T23:12:09.302577,45206,-860,40,17304,343.68,IDLE
2026-03-13T23:12:09.402919,45306,-1388,224,17828,382.25,IDLE
2026-03-13T23:12:09.503145,45406,-1484,260,17788,319.14,IDLE
2026-03-13T23:12:09.603062,45506,-1188,196,17572,304.62,IDLE
2026-03-13T23:12:09.703095,45606,-1472,-96,17612,260.68,IDLE
2026-03-13T23:12:09.803107,45706,-1652,128,18092,302.68,IDLE
2026-03-13T23:12:09.902843,45806,-1124,68,17600,343.91,IDLE
2026-03-13T23:12:10.003359,45906,-1308,168,17648,293.03,IDLE
2026-03-13T23:12:10.102941,46006,-980,-224,17748,254.55,IDLE
2026-03-13T23:12:10.202834,46106,-500,108,17316,290.25,IDLE
2026-03-13T23:12:10.302805,46206,-988,116,17184,257.94,IDLE
2026-03-13T23:12:10.402953,46306,-1508,-88,17764,322.28,IDLE
2026-03-13T23:12:10.510762,46406,-1316,328,17744,270.09,IDLE
2026-03-13T23:12:10.602962,46506,-1236,168,17928,253.08,IDLE
2026-03-13T23:12:10.702546,46606,-800,232,17048,370.06,IDLE
2026-03-13T23:12:10.802781,46706,-1748,-76,18252,531.57,IDLE
2026-03-13T23:12:10.903381,46806,-1336,160,17736,534.66,IDLE
2026-03-13T23:12:11.003386,46906,-1248,-72,17624,459.78,IDLE
2026-03-13T23:12:11.103176,47006,-1044,-160,17424,415.23,IDLE
2026-03-13T23:12:11.203154,47106,-1316,-56,17872,424.10,IDLE
2026-03-13T23:12:11.302578,47206,-1148,92,17796,363.47,IDLE
2026-03-13T23:12:11.402992,47306,-1268,464,17220,398.91,IDLE
