laptop_time_iso,esp_ms,ax,ay,az,motion,avg_motion_10s,state
2026-03-14T01:52:37.398834,165120,-540,1404,16968,121.56,97.26,IDLE
2026-03-14T01:52:37.507298,165220,-420,1380,16736,142.25,97.26,IDLE
2026-03-14T01:52:37.598594,165320,-636,1344,16940,153.92,97.26,IDLE
2026-03-14T01:52:37.698359,165420,-528,1424,16900,132.88,97.26,IDLE
2026-03-14T01:52:37.798347,165520,-608,1448,16884,110.98,97.26,IDLE
2026-03-14T01:52:37.898111,165620,-512,1316,16860,97.82,97.26,IDLE
2026-03-14T01:52:37.998337,165720,-232,1288,16736,103.96,97.26,IDLE
2026-03-14T01:52:38.098390,165820,-452,1456,16800,99.99,97.26,IDLE
2026-03-14T01:52:38.198139,165920,-456,1308,16892,96.34,97.26,IDLE
2026-03-14T01:52:38.297908,166020,-572,1360,16848,85.52,97.26,IDLE
2026-03-14T01:52:38.398466,166120,-280,1408,16624,110.91,97.26,IDLE
2026-03-14T01:52:38.523067,166220,-404,1340,16712,106.18,97.26,IDLE
2026-03-14T01:52:38.598513,166320,-480,1392,16816,106.84,97.26,IDLE
2026-03-14T01:52:38.698460,166420,-568,1396,16796,90.64,97.26,IDLE
2026-03-14T01:52:38.798383,166520,-328,1380,16764,81.45,97.26,IDLE
2026-03-14T01:52:38.898084,166620,-516,1320,16764,66.81,97.26,IDLE
2026-03-14T01:52:39.006033,166720,-348,1304,16804,60.96,97.26,IDLE
2026-03-14T01:52:39.098285,166820,-592,1420,16828,57.20,97.26,IDLE
2026-03-14T01:52:39.198321,166920,-396,1308,16768,60.33,97.26,IDLE
2026-03-14T01:52:39.297844,167020,-428,1308,16736,55.07,97.26,IDLE
2026-03-14T01:52:39.397963,167120,-448,1408,16840,65.35,97.26,IDLE
2026-03-14T01:52:39.518239,167220,-312,1380,16724,75.36,97.26,IDLE
2026-03-14T01:52:39.598071,167320,-640,1412,17084,128.48,111.13,IDLE
2026-03-14T01:52:39.697890,167420,-660,1356,16896,139.74,111.13,IDLE
2026-03-14T01:52:39.798087,167520,-248,1396,16564,175.53,111.13,IDLE
2026-03-14T01:52:39.898086,167620,-564,1352,16844,194.88,111.13,IDLE
2026-03-14T01:52:39.998234,167720,-332,1352,16784,171.67,111.13,IDLE
2026-03-14T01:52:40.097733,167820,-440,1392,16844,152.56,111.13,IDLE
2026-03-14T01:52:40.198151,167920,-264,1412,16732,145.55,111.13,IDLE
2026-03-14T01:52:40.297965,168020,-664,1308,16976,163.58,111.13,IDLE
2026-03-14T01:52:40.398181,168120,-136,1324,16636,197.15,111.13,IDLE
2026-03-14T01:52:40.501241,168220,-532,1416,16816,196.72,111.13,IDLE
2026-03-14T01:52:40.598909,168320,-328,1340,16660,191.34,111.13,IDLE
2026-03-14T01:52:40.698364,168420,-528,1392,16880,198.03,111.13,IDLE
2026-03-14T01:52:40.798399,168520,-404,1428,16728,189.72,111.13,IDLE
2026-03-14T01:52:40.898454,168620,-432,1268,16708,161.34,111.13,IDLE
2026-03-14T01:52:41.000503,168720,-488,1340,16800,150.09,111.13,IDLE
2026-03-14T01:52:41.099273,168820,-388,1436,16888,139.80,111.13,IDLE
2026-03-14T01:52:41.198339,168920,-628,1444,16892,116.77,111.13,IDLE
2026-03-14T01:52:41.298741,169020,-332,1352,16776,119.44,111.13,IDLE
2026-03-14T01:52:41.397922,169120,-356,1448,16580,131.55,111.13,IDLE
2026-03-14T01:52:41.497849,169220,-540,1340,16876,160.22,111.13,IDLE
2026-03-14T01:52:41.598433,169320,-492,1444,16852,134.41,111.13,IDLE
2026-03-14T01:52:41.698448,169420,-344,1392,16716,136.05,111.13,IDLE
2026-03-14T01:52:41.798151,169520,-400,1356,16668,120.48,111.13,IDLE
2026-03-14T01:52:41.898348,169620,-376,1304,16664,100.35,111.13,IDLE
2026-03-14T01:52:41.998022,169720,-420,1332,16664,82.87,111.13,IDLE
2026-03-14T01:52:42.098717,169820,-584,1384,16852,103.31,111.13,IDLE
2026-03-14T01:52:42.198257,169920,-436,1388,16776,99.09,111.13,IDLE
2026-03-14T01:52:42.298042,170020,-492,1312,16808,86.17,111.13,IDLE
2026-03-14T01:52:42.397641,170120,-420,1392,16748,80.62,111.13,IDLE
2026-03-14T01:52:42.497666,170220,-600,1468,16892,94.06,111.13,IDLE
2026-03-14T01:52:42.598302,170320,-308,1376,16872,83.51,111.13,IDLE
2026-03-14T01:52:42.697784,170420,-488,1300,16852,72.38,111.13,IDLE
2026-03-14T01:52:42.798380,170520,-344,1348,16760,75.82,111.13,IDLE
2026-03-14T01:52:42.898230,170620,-452,1332,16752,63.38,111.13,IDLE
2026-03-14T01:52:43.010311,170720,-360,1444,16796,61.12,111.13,IDLE
2026-03-14T01:52:43.098021,170820,-292,1240,16868,59.88,111.13,IDLE
2026-03-14T01:52:43.197893,170920,-412,1200,16752,69.99,111.13,IDLE
2026-03-14T01:52:43.297979,171020,-736,1388,16892,87.08,111.13,IDLE
2026-03-14T01:52:43.398120,171120,-316,1364,16712,106.39,111.13,IDLE
2026-03-14T01:52:43.514557,171220,-472,1372,16812,105.95,111.13,IDLE
2026-03-14T01:52:43.598223,171320,-540,1236,16748,99.89,111.13,IDLE
2026-03-14T01:52:43.698187,171421,-432,1416,16704,87.80,111.13,IDLE
2026-03-14T01:52:43.898233,171620,-592,1468,16964,129.70,111.13,IDLE
2026-03-14T01:52:43.998108,171720,-468,1192,16872,127.45,111.13,IDLE
2026-03-14T01:52:44.101621,171820,-644,1292,16792,116.49,111.13,IDLE
2026-03-14T01:52:44.197556,171920,-560,1360,16900,115.31,111.13,IDLE
2026-03-14T01:52:44.298093,172020,-380,1268,16620,146.98,111.13,IDLE
2026-03-14T01:52:44.398322,172120,-376,1376,16664,129.94,111.13,IDLE
2026-03-14T01:52:44.497714,172220,-472,1352,16880,145.38,111.13,IDLE
2026-03-14T01:52:44.602286,172320,-460,1364,16736,144.92,111.13,IDLE
2026-03-14T01:52:44.698141,172420,-388,1332,16788,127.37,111.13,IDLE
2026-03-14T01:52:44.797856,172520,-460,1420,16740,111.43,111.13,IDLE
2026-03-14T01:52:44.898208,172620,-300,1400,16668,105.24,111.13,IDLE
2026-03-14T01:52:44.998019,172720,-200,1284,16700,90.10,111.13,IDLE
2026-03-14T01:52:45.107745,172820,-568,1156,16988,125.41,111.13,IDLE
2026-03-14T01:52:45.198269,172920,-440,1200,16884,121.64,111.13,IDLE
2026-03-14T01:52:45.298456,173020,-196,1280,16628,145.45,111.13,IDLE
2026-03-14T01:52:45.398408,173120,-492,1356,16832,158.04,111.13,IDLE
2026-03-14T01:52:45.498001,173220,-360,1396,16720,149.69,111.13,IDLE
2026-03-14T01:52:45.597906,173320,-156,1344,16836,142.23,111.13,IDLE
2026-03-14T01:52:45.698384,173420,-344,1324,16604,158.03,111.13,IDLE
2026-03-14T01:52:45.798396,173520,-528,1064,16852,171.63,111.13,IDLE
2026-03-14T01:52:45.898108,173620,-728,1476,16812,140.99,111.13,IDLE
2026-03-14T01:52:45.998051,173720,-844,1464,17152,177.30,111.13,IDLE
2026-03-14T01:52:46.109784,173820,-360,1288,16724,227.76,111.13,IDLE
2026-03-14T01:52:46.198220,173920,-560,1396,16784,200.06,111.13,IDLE
2026-03-14T01:52:46.298052,174020,-412,1364,16880,180.03,111.13,IDLE
2026-03-14T01:52:46.398354,174120,-488,1324,16868,149.98,111.13,IDLE
2026-03-14T01:52:46.497849,174220,-524,1464,16796,133.62,111.13,IDLE
2026-03-14T01:52:46.633651,174320,-564,1320,16948,134.93,111.13,IDLE
2026-03-14T01:52:46.698199,174420,-376,1468,16836,129.47,111.13,IDLE
2026-03-14T01:52:46.797879,174520,-688,1388,16932,123.92,111.13,IDLE
2026-03-14T01:52:46.898029,174620,-572,1264,16876,114.18,111.13,IDLE
2026-03-14T01:52:46.997979,174720,-640,1444,16748,113.54,111.13,IDLE
2026-03-14T01:52:47.097954,174820,-752,1412,16992,137.17,111.13,IDLE
2026-03-14T01:52:47.197710,174920,-444,1372,17024,115.69,111.13,IDLE
2026-03-14T01:52:47.297929,175020,-252,1348,16672,159.06,111.13,IDLE
2026-03-14T01:52:47.397990,175120,-320,1232,16916,172.83,111.13,IDLE
2026-03-14T01:52:47.498251,175220,-552,1452,17004,161.69,111.13,IDLE
2026-03-14T01:52:47.598143,175320,-244,1132,16916,154.05,111.13,IDLE
2026-03-14T01:52:47.697570,175420,-544,1404,16652,168.74,111.13,IDLE
2026-03-14T01:52:47.798052,175520,-328,1512,16684,144.78,111.13,IDLE
2026-03-14T01:52:47.897408,175620,-572,1268,16876,150.70,111.13,IDLE
2026-03-14T01:52:47.997700,175720,-224,1328,16644,165.84,111.13,IDLE
2026-03-14T01:52:48.114686,175820,-428,1336,16692,145.43,111.13,IDLE
2026-03-14T01:52:48.198484,175920,-156,1584,16592,134.14,111.13,IDLE
2026-03-14T01:52:48.297617,176020,-368,1296,16768,137.69,111.13,IDLE
2026-03-14T01:52:48.401986,176120,-568,1296,17076,169.15,111.13,IDLE
2026-03-14T01:52:48.497207,176220,-272,1404,16844,180.09,111.13,IDLE
2026-03-14T01:52:48.597524,176320,-308,1404,16800,155.46,111.13,IDLE
2026-03-14T01:52:48.697985,176420,-644,1312,16920,149.37,111.13,IDLE
2026-03-14T01:52:48.797152,176520,-488,1416,16908,124.06,111.13,IDLE
2026-03-14T01:52:48.897275,176620,-96,1200,16740,136.11,111.13,IDLE
2026-03-14T01:52:48.998018,176720,-356,1276,16728,112.12,111.13,IDLE
2026-03-14T01:52:49.103633,176820,-640,1340,17004,143.84,111.13,IDLE
2026-03-14T01:52:49.197704,176920,-460,1372,16724,168.75,111.13,IDLE
2026-03-14T01:52:49.297887,177020,-232,1348,16600,161.82,111.13,IDLE
2026-03-14T01:52:49.397184,177120,-628,1600,16792,172.92,111.13,IDLE
2026-03-14T01:52:49.497366,177220,-676,1564,16984,175.91,111.13,IDLE
2026-03-14T01:52:49.597656,177320,-484,1276,16716,197.82,136.05,IDLE
2026-03-14T01:52:49.697202,177420,-220,1360,16560,190.00,136.05,IDLE
2026-03-14T01:52:49.797001,177520,-392,1316,16588,160.76,136.05,IDLE
2026-03-14T01:52:49.897898,177620,-284,1280,16676,146.71,136.05,IDLE
2026-03-14T01:52:49.997411,177720,-216,1444,16636,125.26,136.05,IDLE
2026-03-14T01:52:50.108325,177820,-360,1408,16712,116.23,136.05,IDLE
2026-03-14T01:52:50.197661,177920,-664,1332,17008,148.94,136.05,IDLE
2026-03-14T01:52:50.297537,178020,-376,1432,16596,196.12,136.05,IDLE
2026-03-14T01:52:50.398312,178120,-436,1384,16680,175.42,136.05,IDLE
2026-03-14T01:52:50.497419,178220,-568,1296,16900,182.75,136.05,IDLE
2026-03-14T01:52:50.601772,178320,-448,1424,16820,163.00,136.05,IDLE
2026-03-14T01:52:50.698372,178420,-220,1256,16664,164.87,136.05,IDLE
2026-03-14T01:52:50.798069,178520,-368,1352,16768,155.66,136.05,IDLE
2026-03-14T01:52:50.897044,178620,-496,1352,16620,153.59,136.05,IDLE
2026-03-14T01:52:50.997858,178720,-440,1448,16688,139.30,136.05,IDLE
2026-03-14T01:52:51.105272,178820,-368,1340,16768,126.65,136.05,IDLE
2026-03-14T01:52:51.197927,178920,-344,1472,16608,130.64,136.05,IDLE
2026-03-14T01:52:51.297404,179020,-648,1524,17088,195.58,136.05,IDLE
2026-03-14T01:52:51.397981,179120,-524,1388,16660,239.96,136.05,IDLE
2026-03-14T01:52:51.497287,179220,-576,1200,16888,235.37,136.05,IDLE
2026-03-14T01:52:51.597447,179320,-372,1260,16768,214.78,136.05,IDLE
2026-03-14T01:52:51.697201,179420,-520,1312,16860,194.04,136.05,IDLE
2026-03-14T01:52:51.797991,179520,-384,1256,16780,174.89,136.05,IDLE
2026-03-14T01:52:51.898381,179620,-432,1508,16516,186.79,136.05,IDLE
2026-03-14T01:52:51.997218,179720,-584,1296,16932,225.39,136.05,IDLE
2026-03-14T01:52:52.097169,179820,-396,1468,16708,223.43,136.05,IDLE
2026-03-14T01:52:52.197524,179920,-292,1428,16592,205.02,136.05,IDLE
2026-03-14T01:52:52.298254,180020,-492,1360,16816,208.11,136.05,IDLE
2026-03-14T01:52:52.397174,180120,-332,1408,16740,184.27,136.05,IDLE
2026-03-14T01:52:52.497741,180220,-344,1296,16960,189.00,136.05,IDLE
2026-03-14T01:52:52.617031,180320,-476,1560,16832,173.36,136.05,IDLE
2026-03-14T01:52:52.698793,180420,-588,1292,16912,153.07,136.05,IDLE
2026-03-14T01:52:52.797086,180520,-340,1244,16692,166.87,136.05,IDLE
2026-03-14T01:52:52.897438,180620,-328,1252,16756,148.38,136.05,IDLE
2026-03-14T01:52:52.997238,180720,-108,1372,16468,172.16,136.05,IDLE
2026-03-14T01:52:53.110532,180820,-384,1572,16748,195.28,136.05,IDLE
2026-03-14T01:52:53.197606,180920,-472,1484,16740,162.60,136.05,IDLE
2026-03-14T01:52:53.297551,181020,-540,1364,16872,155.54,136.05,IDLE
2026-03-14T01:52:53.397524,181120,-1104,1380,17188,189.27,136.05,IDLE
2026-03-14T01:52:53.497057,181220,-572,1476,16480,285.30,136.05,IDLE
2026-03-14T01:52:53.597126,181320,-132,1108,16676,262.29,136.05,IDLE
2026-03-14T01:52:53.697157,181420,-500,1248,16836,246.81,136.05,IDLE
2026-03-14T01:52:53.797090,181520,-308,1284,16848,204.20,136.05,IDLE
2026-03-14T01:52:53.896818,181620,-120,1260,16508,229.22,136.05,IDLE
2026-03-14T01:52:53.997413,181720,-372,1316,16740,231.04,136.05,IDLE
2026-03-14T01:52:54.097060,181820,-332,1228,16616,213.06,136.05,IDLE
2026-03-14T01:52:54.197822,181920,20,1276,16684,186.97,136.05,IDLE
2026-03-14T01:52:54.296808,182020,-124,1476,16424,196.89,136.05,IDLE
2026-03-14T01:52:54.396932,182120,-460,1368,16832,234.01,136.05,IDLE
2026-03-14T01:52:54.496841,182220,-488,1372,16628,228.27,136.05,IDLE
2026-03-14T01:52:54.597131,182320,-316,1432,16652,191.64,136.05,IDLE
2026-03-14T01:52:54.696927,182420,-340,1440,16560,173.43,136.05,IDLE
2026-03-14T01:52:54.796905,182520,-168,1304,16560,144.71,136.05,IDLE
2026-03-14T01:52:54.896960,182620,-332,1280,16792,160.40,136.05,IDLE
2026-03-14T01:52:54.996842,182720,-360,1328,16860,144.50,136.05,IDLE
2026-03-14T01:52:55.097051,182820,-428,1212,16780,134.13,136.05,IDLE
2026-03-14T01:52:55.196793,182920,-404,1332,16748,114.20,136.05,IDLE
2026-03-14T01:52:55.297104,183020,-656,1224,16916,123.74,136.05,IDLE
2026-03-14T01:52:55.396952,183120,-496,1284,16952,107.74,136.05,IDLE
2026-03-14T01:52:55.497006,183220,-312,1340,16848,107.02,136.05,IDLE
2026-03-14T01:52:55.604385,183320,-256,1360,16732,108.44,136.05,IDLE
2026-03-14T01:52:55.697012,183420,-484,1392,16912,122.58,136.05,IDLE
2026-03-14T01:52:55.796844,183520,-744,1628,16840,107.93,136.05,IDLE
2026-03-14T01:52:55.896765,183620,-384,1452,16784,103.59,136.05,IDLE
2026-03-14T01:52:55.996651,183720,-624,1248,16772,88.75,136.05,IDLE
2026-03-14T01:52:56.110329,183820,-396,1172,16788,73.42,136.05,IDLE
2026-03-14T01:52:56.196610,183920,-312,1368,16616,88.71,136.05,IDLE
2026-03-14T01:52:56.298539,184020,-324,1004,16764,94.71,136.05,IDLE
2026-03-14T01:52:56.396592,184120,-500,1376,16872,102.54,136.05,IDLE
2026-03-14T01:52:56.496963,184220,-512,1536,16596,130.99,136.05,IDLE
2026-03-14T01:52:56.606901,184320,-412,1276,16728,126.65,136.05,IDLE
2026-03-14T01:52:56.696647,184420,-248,1308,16664,115.47,136.05,IDLE
2026-03-14T01:52:56.796743,184520,-360,1296,16700,101.35,136.05,IDLE
2026-03-14T01:52:56.896868,184620,-148,1196,16496,121.65,136.05,IDLE
2026-03-14T01:52:56.996838,184720,-264,1364,16588,118.85,136.05,IDLE
2026-03-14T01:52:57.096845,184820,-372,1340,16760,128.33,136.05,IDLE
2026-03-14T01:52:57.196843,184920,-684,1264,16952,140.37,136.05,IDLE
2026-03-14T01:52:57.296671,185020,-640,1448,16932,116.36,136.05,IDLE
2026-03-14T01:52:57.396644,185120,-120,1360,16672,145.46,136.05,IDLE
2026-03-14T01:52:57.496961,185220,-552,1316,16888,158.95,136.05,IDLE
2026-03-14T01:52:57.596852,185320,-620,1420,16932,140.16,136.05,IDLE
2026-03-14T01:52:57.698337,185420,-404,1420,16860,129.01,136.05,IDLE
2026-03-14T01:52:57.797002,185520,-508,1348,16980,126.76,136.05,IDLE
2026-03-14T01:52:57.896908,185620,-420,1388,16664,160.46,136.05,IDLE
2026-03-14T01:52:57.997031,185720,-540,1372,16844,164.24,136.05,IDLE
2026-03-14T01:52:58.097635,185820,-360,1428,16572,183.47,136.05,IDLE
2026-03-14T01:52:58.197052,185920,-440,1376,16636,161.48,136.05,IDLE
2026-03-14T01:52:58.296530,186020,-468,1424,16688,142.60,136.05,IDLE
2026-03-14T01:52:58.397001,186120,-580,1340,16852,145.72,136.05,IDLE
2026-03-14T01:52:58.497222,186220,-420,1272,16680,152.15,136.05,IDLE
2026-03-14T01:52:58.600542,186320,-432,1380,16736,136.40,136.05,IDLE
2026-03-14T01:52:58.696970,186420,-460,1372,16648,127.61,136.05,IDLE
2026-03-14T01:52:58.796873,186520,-380,1404,16812,134.17,136.05,IDLE
2026-03-14T01:52:58.896974,186620,-468,1372,16776,116.55,136.05,IDLE
2026-03-14T01:52:58.997126,186720,-472,1320,16820,102.74,136.05,IDLE
2026-03-14T01:52:59.108414,186820,-396,1300,16764,94.92,136.05,IDLE
2026-03-14T01:52:59.196890,186920,-464,1308,16812,86.87,136.05,IDLE
2026-03-14T01:52:59.296993,187020,-532,1360,16900,88.12,136.05,IDLE
2026-03-14T01:52:59.396839,187120,-576,1376,17004,91.39,136.05,IDLE
2026-03-14T01:52:59.497141,187220,-512,1320,16836,106.24,136.05,IDLE
2026-03-14T01:52:59.596782,187320,-584,1332,16828,87.96,156.73,IDLE
2026-03-14T01:52:59.696736,187420,-164,1384,16696,96.73,156.73,IDLE
2026-03-14T01:52:59.796601,187520,-448,1404,16844,107.09,156.73,IDLE
2026-03-14T01:52:59.896398,187620,-512,1400,16852,89.51,156.73,IDLE
2026-03-14T01:52:59.996958,187720,-268,1332,16544,130.66,156.73,IDLE
2026-03-14T01:53:00.096726,187820,-340,1368,16704,136.60,156.73,IDLE
2026-03-14T01:53:00.196683,187920,-200,1380,16668,118.70,156.73,IDLE
2026-03-14T01:53:00.296665,188020,-500,1364,16776,117.59,156.73,IDLE
2026-03-14T01:53:00.396690,188120,-436,1376,16728,105.18,156.73,IDLE
2026-03-14T01:53:00.496825,188220,-476,1380,16904,118.06,156.73,IDLE
2026-03-14T01:53:00.597148,188320,-384,1316,16636,146.23,156.73,IDLE
2026-03-14T01:53:00.697010,188420,-548,1356,16824,155.02,156.73,IDLE
2026-03-14T01:53:00.796653,188520,-276,1308,16712,149.09,156.73,IDLE
2026-03-14T01:53:00.896738,188620,-448,1376,16804,140.40,156.73,IDLE
2026-03-14T01:53:00.996747,188720,-536,1380,16864,126.41,156.73,IDLE
2026-03-14T01:53:01.096472,188820,-452,1392,16740,126.15,156.73,IDLE
2026-03-14T01:53:01.196746,188920,-544,1340,16812,116.09,156.73,IDLE
2026-03-14T01:53:01.296960,189020,-332,1356,16736,109.59,156.73,IDLE
2026-03-14T01:53:01.397127,189120,-728,1388,16976,135.59,156.73,IDLE
2026-03-14T01:53:01.496650,189220,-400,1376,16804,144.16,156.73,IDLE
2026-03-14T01:53:01.597023,189320,-472,1344,16868,129.56,156.73,IDLE
2026-03-14T01:53:01.696482,189420,-404,1428,16772,122.53,156.73,IDLE
2026-03-14T01:53:01.796548,189520,-568,1360,16956,133.31,156.73,IDLE
2026-03-14T01:53:01.896478,189620,-680,1552,16928,110.64,156.73,IDLE
2026-03-14T01:53:01.996775,189720,-352,1260,16796,120.55,156.73,IDLE
2026-03-14T01:53:02.096779,189820,-348,1308,16664,121.89,156.73,IDLE
2026-03-14T01:53:02.196505,189920,-620,1436,16836,134.08,156.73,IDLE
2026-03-14T01:53:02.296744,190020,-500,1408,16848,110.96,156.73,IDLE
2026-03-14T01:53:02.396719,190120,-524,1396,16808,98.21,156.73,IDLE
2026-03-14T01:53:02.496408,190220,-348,1344,16756,91.44,156.73,IDLE
2026-03-14T01:53:02.596541,190320,-572,1204,16948,108.62,156.73,IDLE
2026-03-14T01:53:02.696853,190420,-404,1488,16736,123.90,156.73,IDLE
2026-03-14T01:53:02.796339,190520,-504,1332,16784,108.33,156.73,IDLE
2026-03-14T01:53:02.896537,190620,-472,1444,16764,90.92,156.73,IDLE
2026-03-14T01:53:02.996252,190720,-624,1432,16836,88.17,156.73,IDLE
2026-03-14T01:53:03.105747,190820,-512,1316,16856,73.51,156.73,IDLE
2026-03-14T01:53:03.196335,190920,-496,1396,16800,69.25,156.73,IDLE
2026-03-14T01:53:03.296683,191020,-288,1400,16688,77.68,156.73,IDLE
2026-03-14T01:53:03.396661,191120,-444,1384,16688,64.07,156.73,IDLE
2026-03-14T01:53:03.496225,191220,-380,1372,16820,75.76,156.73,IDLE
2026-03-14T01:53:03.608687,191320,-516,1348,16904,77.49,156.73,IDLE
2026-03-14T01:53:03.696704,191420,-352,1396,16672,105.20,156.73,IDLE
2026-03-14T01:53:03.796310,191520,-356,1292,16740,96.98,156.73,IDLE
2026-03-14T01:53:03.896300,191620,-532,1304,16840,98.46,156.73,IDLE
2026-03-14T01:53:03.996367,191720,-340,1428,16748,96.32,156.73,IDLE
2026-03-14T01:53:04.107773,191820,-656,1372,16924,111.38,156.73,IDLE
2026-03-14T01:53:04.196132,191920,-752,1336,17000,105.16,156.73,IDLE
2026-03-14T01:53:04.296297,192020,-568,1420,16800,122.14,156.73,IDLE
2026-03-14T01:53:04.396501,192120,-712,1368,16840,107.54,156.73,IDLE
2026-03-14T01:53:04.496422,192220,-516,1360,16992,114.04,156.73,IDLE
2026-03-14T01:53:04.596608,192320,-480,1316,16820,125.18,156.73,IDLE
2026-03-14T01:53:04.696481,192420,-200,1380,16640,135.03,156.73,IDLE
2026-03-14T01:53:04.796077,192520,-132,1568,16468,138.68,156.73,IDLE
2026-03-14T01:53:04.896585,192620,-556,1392,16552,127.53,156.73,IDLE
2026-03-14T01:53:04.996362,192720,-392,1316,16664,122.71,156.73,IDLE
2026-03-14T01:53:05.106231,192820,-264,1564,16396,145.25,156.73,IDLE
2026-03-14T01:53:05.196230,192920,-240,1412,16804,189.73,156.73,IDLE
2026-03-14T01:53:05.296177,193020,-556,1224,16940,178.68,156.73,IDLE
2026-03-14T01:53:05.396502,193120,-168,1484,16604,204.52,156.73,IDLE
2026-03-14T01:53:05.496094,193220,-408,1468,16784,200.46,156.73,IDLE
2026-03-14T01:53:05.605956,193320,-336,1284,16852,173.59,156.73,IDLE
2026-03-14T01:53:05.696643,193420,-488,1456,16844,144.09,156.73,IDLE
2026-03-14T01:53:05.796218,193520,-360,1312,16660,153.86,156.73,IDLE
2026-03-14T01:53:05.896338,193620,-700,1484,17116,212.39,156.73,IDLE
2026-03-14T01:53:05.996330,193720,-528,1340,16912,213.98,156.73,IDLE
2026-03-14T01:53:06.144960,193820,-420,1356,16912,175.78,156.73,IDLE
2026-03-14T01:53:06.195995,193920,-760,1308,17108,180.73,156.73,IDLE
2026-03-14T01:53:06.296034,194020,-516,1304,16848,196.53,156.73,IDLE
2026-03-14T01:53:06.396145,194120,-548,1268,16892,168.73,156.73,IDLE
2026-03-14T01:53:06.496330,194220,-612,1464,16896,142.31,156.73,IDLE
2026-03-14T01:53:06.596555,194320,-752,1348,17064,146.10,156.73,IDLE
2026-03-14T01:53:06.696509,194420,-524,1340,16800,168.79,156.73,IDLE
2026-03-14T01:53:06.796379,194520,-388,1380,16768,144.23,156.73,IDLE
2026-03-14T01:53:06.896254,194620,-416,1428,16736,123.16,156.73,IDLE
2026-03-14T01:53:06.995855,194720,-356,1500,16604,123.77,156.73,IDLE
2026-03-14T01:53:07.096037,194820,-32,1336,16508,121.91,156.73,IDLE
2026-03-14T01:53:07.196346,194920,-580,1360,16948,181.03,156.73,IDLE
2026-03-14T01:53:07.296035,195020,-472,1400,16796,175.72,156.73,IDLE
2026-03-14T01:53:07.396076,195120,-672,1460,16896,164.14,156.73,IDLE
2026-03-14T01:53:07.496190,195220,-308,1496,16688,173.21,156.73,IDLE
2026-03-14T01:53:07.596057,195320,-600,1368,16764,155.11,156.73,IDLE
2026-03-14T01:53:07.696761,195420,-744,1268,16924,155.51,156.73,IDLE
2026-03-14T01:53:07.796149,195520,-216,1368,16772,156.08,156.73,IDLE
2026-03-14T01:53:07.896163,195620,-624,1428,16804,136.45,156.73,IDLE
2026-03-14T01:53:07.996053,195720,-736,1352,16924,133.08,156.73,IDLE
2026-03-14T01:53:08.107438,195820,-456,1368,16644,160.88,156.73,IDLE
2026-03-14T01:53:08.196170,195920,-808,1308,17072,210.17,156.73,IDLE
2026-03-14T01:53:08.296365,196020,-268,1308,16660,249.32,156.73,IDLE
2026-03-14T01:53:08.396327,196120,-356,1400,16660,206.08,156.73,IDLE
2026-03-14T01:53:08.495885,196220,-308,1504,16764,189.08,156.73,IDLE
2026-03-14T01:53:08.596395,196320,-384,1400,16808,161.60,156.73,IDLE
2026-03-14T01:53:08.696219,196420,-448,1196,16800,136.49,156.73,IDLE
2026-03-14T01:53:08.797303,196520,-740,1320,17048,159.91,156.73,IDLE
2026-03-14T01:53:08.896038,196620,-372,1368,16768,182.82,156.73,IDLE
2026-03-14T01:53:08.996207,196720,-352,1468,16648,169.99,156.73,IDLE
2026-03-14T01:53:09.095944,196820,-260,1312,16704,146.80,156.73,IDLE
2026-03-14T01:53:09.196079,196920,-308,1388,16708,122.34,156.73,IDLE
2026-03-14T01:53:09.296084,197020,-560,1220,16956,143.64,156.73,IDLE
2026-03-14T01:53:09.396046,197120,-516,1360,16844,136.21,156.73,IDLE
2026-03-14T01:53:09.496566,197220,-332,1532,16732,129.95,156.73,IDLE
2026-03-14T01:53:09.596027,197320,-264,1380,16788,114.01,136.38,IDLE
2026-03-14T01:53:09.696108,197420,-292,1404,16708,107.40,136.38,IDLE
2026-03-14T01:53:09.795855,197520,-376,1372,16752,95.78,136.38,IDLE
2026-03-14T01:53:09.895990,197620,-332,1280,16872,98.60,136.38,IDLE
2026-03-14T01:53:09.995868,197720,-732,1648,16852,85.26,136.38,IDLE
2026-03-14T01:53:10.095941,197820,-536,1520,16872,70.02,136.38,IDLE
2026-03-14T01:53:10.195848,197920,-388,1584,16788,72.14,136.38,IDLE
2026-03-14T01:53:10.295635,198020,-128,1368,16684,81.93,136.38,IDLE
2026-03-14T01:53:10.396157,198120,-208,1424,16576,85.57,136.38,IDLE
2026-03-14T01:53:10.495924,198220,-380,1380,16628,79.37,136.38,IDLE
2026-03-14T01:53:10.595996,198320,80,1404,16348,115.68,136.38,IDLE
2026-03-14T01:53:10.696260,198420,-416,1348,16804,176.71,136.38,IDLE
2026-03-14T01:53:10.795913,198520,-180,1272,16752,156.05,136.38,IDLE
2026-03-14T01:53:10.896040,198620,-772,1244,16868,151.40,136.38,IDLE
2026-03-14T01:53:10.995860,198720,-476,1408,16688,156.08,136.38,IDLE
2026-03-14T01:53:11.098920,198820,-220,1400,16732,134.80,136.38,IDLE
2026-03-14T01:53:11.195893,198920,-356,1272,16780,117.73,136.38,IDLE
2026-03-14T01:53:11.296096,199020,-744,1340,17004,139.93,136.38,IDLE
2026-03-14T01:53:11.395964,199120,-504,1308,16768,159.10,136.38,IDLE
