laptop_time_iso,esp_ms,ax,ay,az,motion,state
2026-03-13T22:37:13.758053,258809,-704,1364,16856,146.30,IDLE
2026-03-13T22:37:13.858226,258909,-1476,1356,16652,147.60,IDLE
2026-03-13T22:37:13.957824,259009,-112,964,16692,130.39,IDLE
2026-03-13T22:37:14.057958,259109,-1412,1232,16620,107.84,IDLE
2026-03-13T22:37:14.158136,259209,-280,1404,16780,109.25,IDLE
2026-03-13T22:37:14.258023,259309,-868,964,16668,111.65,IDLE
2026-03-13T22:37:14.358198,259409,-1108,1004,16836,124.65,IDLE
2026-03-13T22:37:14.459677,259509,-704,1680,16708,119.36,IDLE
2026-03-13T22:37:14.557997,259609,-784,1600,16652,108.66,IDLE
2026-03-13T22:37:14.657964,259709,-864,1252,16784,108.14,IDLE
2026-03-13T22:37:14.757921,259809,-796,1212,16728,99.84,IDLE
2026-03-13T22:37:14.857962,259909,-872,1472,16672,87.48,IDLE
2026-03-13T22:37:14.957889,260009,-736,1420,16748,83.37,IDLE
2026-03-13T22:37:15.058084,260109,-844,1256,16716,75.54,IDLE
2026-03-13T22:37:15.157912,260209,-752,1204,16732,63.34,IDLE
2026-03-13T22:37:15.258102,260309,-1960,1500,17284,172.04,IDLE
2026-03-13T22:37:15.358205,260409,-1400,1456,17240,159.32,IDLE
2026-03-13T22:37:15.459552,260509,-832,1104,16752,229.46,IDLE
2026-03-13T22:37:15.558215,260609,-936,1216,16716,192.24,IDLE
2026-03-13T22:37:15.658237,260709,-664,1360,16764,165.89,IDLE
2026-03-13T22:37:15.758096,260809,-900,1220,16652,156.07,IDLE
2026-03-13T22:37:15.858158,260909,-788,1284,16708,137.86,IDLE
2026-03-13T22:37:15.957872,261009,-760,1256,16704,114.38,IDLE
2026-03-13T22:37:16.058094,261109,-752,1224,16696,95.71,IDLE
2026-03-13T22:37:16.157838,261209,-732,1364,16748,89.59,IDLE
2026-03-13T22:37:16.258010,261309,-800,1340,16720,78.27,IDLE
2026-03-13T22:37:16.357948,261409,-744,1416,16764,72.73,IDLE
2026-03-13T22:37:16.459676,261509,-868,1208,16796,63.53,IDLE
2026-03-13T22:37:16.557916,261609,-816,1264,16708,67.60,IDLE
2026-03-13T22:37:16.657933,261709,-744,1228,16724,57.21,IDLE
2026-03-13T22:37:16.758027,261809,-760,1516,16720,50.56,IDLE
2026-03-13T22:37:16.857883,261909,-696,1360,16748,43.58,IDLE
2026-03-13T22:37:16.957821,262009,-832,1244,16692,46.28,IDLE
2026-03-13T22:37:17.057931,262109,-760,1304,16800,57.51,IDLE
2026-03-13T22:37:17.158009,262209,-732,1368,16724,60.09,IDLE
2026-03-13T22:37:17.257858,262309,-888,1300,16720,49.61,IDLE
2026-03-13T22:37:17.357862,262409,-780,1332,16712,42.63,IDLE
2026-03-13T22:37:17.459486,262509,-776,1256,16744,39.61,IDLE
2026-03-13T22:37:17.557915,262609,-1068,1284,16908,65.11,IDLE
2026-03-13T22:37:17.657899,262709,-828,1204,16924,53.99,IDLE
2026-03-13T22:37:17.757763,262809,-896,1412,16660,88.06,IDLE
2026-03-13T22:37:17.857844,262909,-832,1304,16676,72.90,IDLE
2026-03-13T22:37:17.957703,263009,-760,1072,16812,80.60,IDLE
2026-03-13T22:37:18.057830,263109,-772,1180,16720,81.20,IDLE
2026-03-13T22:37:18.157872,263209,-784,1372,16732,71.46,IDLE
2026-03-13T22:37:18.258020,263309,-688,1332,16744,59.41,IDLE
2026-03-13T22:37:18.357834,263409,-788,1336,16692,57.19,IDLE
